rvars
5.5,5.5
5.0,5.0
0.0,0.0

5.5,3.2919535999414404
5.0,4.5
0.0,0.0

3.2919535999414404,2.5
4.5,2.5
0.0,0.0

2.5,4.262187076145874
2.5,6.570443021807231
0.0,0.0

4.262187076145874,8.5
6.570443021807231,8.5
0.0,0.0

8.5,8.5
8.5,8.5
0.0,0.0

hvars
-0.0,3.532634971598196

3.532634971598196,9.86651744654746

9.86651744654746,20.0

20.0,34.36437134657445

34.36437134657445,66.44028170674993

66.44028170674993,100.0

ids
pre

post

post

pre

post

none

other_names
snap

snap

snap

crackle

crackle

none

